b	i	j	k	px	py	pz	nVx	nVy	nVz	velx	vely	velz	rho	p	u	v	w	mp	fx	fy	fz
4	1	1	12	1.431361e-01	-9.223978e-02	6.235835e-02	1.044926e-05	-6.707243e-06	-5.213091e-07	1.303708e+01	2.023071e+01	0.000000e+00	9.982000e+02	1.408362e+04	7.892184e-01	6.088450e-01	6.958562e+00	3.551240e-07	1.510466e-04	-9.695445e-05	-7.533092e-06	
4	1	2	12	1.435071e-01	-9.174049e-02	6.331534e-02	9.623158e-06	-6.146414e-06	-5.560363e-07	1.296651e+01	2.028315e+01	0.000000e+00	9.982000e+02	1.475986e+04	7.263075e-01	4.945424e-01	6.905220e+00	-4.699083e-05	1.451983e-04	-9.278394e-05	-8.716717e-06	
4	1	3	12	1.438188e-01	-9.133025e-02	6.417928e-02	8.653871e-06	-5.489514e-06	-5.118548e-07	1.290853e+01	2.032721e+01	0.000000e+00	9.982000e+02	1.518842e+04	7.102517e-01	4.596410e-01	6.839824e+00	5.168716e-05	1.384122e-04	-8.774613e-05	-7.829635e-06	
4	1	4	12	1.440424e-01	-9.105427e-02	6.497779e-02	7.722579e-06	-4.881491e-06	-4.867485e-07	1.286952e+01	2.035881e+01	0.000000e+00	9.982000e+02	1.583904e+04	6.764227e-01	3.915007e-01	6.796254e+00	-3.920738e-05	1.411808e-04	-8.926093e-05	-9.163959e-06	
4	2	1	12	1.484319e-01	-8.316565e-02	5.931651e-02	1.129787e-05	-6.327382e-06	-5.210401e-07	1.175455e+01	2.097922e+01	0.000000e+00	9.982000e+02	1.707229e+04	9.177198e-01	1.054585e+00	6.981622e+00	7.189988e-05	1.939234e-04	-1.084929e-04	-8.437396e-06	
4	2	2	12	1.488600e-01	-8.247575e-02	6.022222e-02	1.007440e-05	-5.582579e-06	-5.006986e-07	1.165704e+01	2.103972e+01	0.000000e+00	9.982000e+02	1.747392e+04	9.175581e-01	1.041481e+00	6.886228e+00	1.908044e-04	1.739784e-04	-9.610418e-05	-7.322247e-06	
4	2	3	12	1.491647e-01	-8.200061e-02	6.107199e-02	9.002574e-06	-4.944562e-06	-4.496192e-07	1.158988e+01	2.108278e+01	0.000000e+00	9.982000e+02	1.806754e+04	9.971080e-01	1.179357e+00	6.786797e+00	8.002423e-05	1.630286e-04	-8.940205e-05	-7.594125e-06	
4	2	4	12	1.493782e-01	-8.168406e-02	6.186232e-02	8.018911e-06	-4.379526e-06	-4.139185e-07	1.154514e+01	2.111297e+01	0.000000e+00	9.982000e+02	1.825669e+04	1.038577e+00	1.241942e+00	6.702946e+00	7.445943e-05	1.467412e-04	-8.000662e-05	-7.070460e-06	
4	3	1	12	1.532385e-01	-7.366750e-02	5.610451e-02	1.174437e-05	-5.638485e-06	-3.937293e-07	1.041209e+01	2.165858e+01	0.000000e+00	9.982000e+02	2.214766e+04	8.520750e-01	1.256225e+00	7.014899e+00	-1.245657e-05	2.620266e-04	-1.258199e-04	-8.872321e-06	
4	3	2	12	1.536303e-01	-7.291583e-02	5.699768e-02	1.044208e-05	-4.959702e-06	-4.121449e-07	1.030585e+01	2.171396e+01	0.000000e+00	9.982000e+02	2.282446e+04	8.572255e-01	1.242135e+00	6.965617e+00	1.681002e-04	2.385631e-04	-1.130298e-04	-8.237022e-06	
4	3	3	12	1.539099e-01	-7.239567e-02	5.783873e-02	9.311401e-06	-4.378453e-06	-3.749482e-07	1.023233e+01	2.175347e+01	0.000000e+00	9.982000e+02	2.327077e+04	9.268141e-01	1.373805e+00	6.891652e+00	4.240490e-05	2.171138e-04	-1.020152e-04	-8.448289e-06	
4	3	4	12	1.541070e-01	-7.204277e-02	5.862170e-02	8.279929e-06	-3.864480e-06	-3.353468e-07	1.018245e+01	2.178133e+01	0.000000e+00	9.982000e+02	2.362137e+04	9.966418e-01	1.508484e+00	6.817212e+00	6.819266e-05	1.960048e-04	-9.134554e-05	-7.469943e-06	
4	4	1	12	1.574647e-01	-6.390625e-02	5.278584e-02	1.213302e-05	-4.917554e-06	-2.579635e-07	9.032446e+00	2.225590e+01	0.000000e+00	9.982000e+02	2.583765e+04	7.847489e-01	1.535659e+00	7.068428e+00	3.381617e-05	3.161328e-04	-1.280664e-04	-6.481292e-06	
4	4	2	12	1.578078e-01	-6.310658e-02	5.366986e-02	1.076950e-05	-4.306185e-06	-2.810795e-07	8.919421e+00	2.230440e+01	0.000000e+00	9.982000e+02	2.640883e+04	7.922481e-01	1.519463e+00	7.037842e+00	1.336990e-04	2.850309e-04	-1.137221e-04	-6.493666e-06	
4	4	3	12	1.580535e-01	-6.254859e-02	5.450372e-02	9.581607e-06	-3.794795e-06	-2.898069e-07	8.840556e+00	2.233913e+01	0.000000e+00	9.982000e+02	2.683127e+04	8.590279e-01	1.653346e+00	6.978603e+00	3.302215e-05	2.575788e-04	-1.019480e-04	-7.559040e-06	
4	4	4	12	1.582282e-01	-6.216588e-02	5.528071e-02	8.505479e-06	-3.339086e-06	-2.596462e-07	8.786463e+00	2.236381e+01	0.000000e+00	9.982000e+02	2.719469e+04	9.168556e-01	1.779215e+00	6.928510e+00	2.530372e-05	2.317443e-04	-9.092403e-05	-6.898095e-06	
4	5	1	12	1.611045e-01	-5.391268e-02	4.937533e-02	1.247414e-05	-4.174129e-06	-1.281006e-07	7.619964e+00	2.277035e+01	0.000000e+00	9.982000e+02	2.943565e+04	6.654942e-01	1.768882e+00	7.117714e+00	8.216819e-05	3.702445e-04	-1.237272e-04	-3.215531e-06	
4	5	2	12	1.613913e-01	-5.307798e-02	5.025303e-02	1.105343e-05	-3.629908e-06	-1.307270e-07	7.501988e+00	2.281089e+01	0.000000e+00	9.982000e+02	3.006844e+04	6.725267e-01	1.758850e+00	7.098735e+00	7.678184e-05	3.330110e-04	-1.092070e-04	-3.391800e-06	
4	5	3	12	1.615950e-01	-5.249206e-02	5.108193e-02	9.813639e-06	-3.190463e-06	-1.707618e-07	7.419176e+00	2.283967e+01	0.000000e+00	9.982000e+02	3.030376e+04	7.345801e-01	1.900823e+00	7.053239e+00	1.082438e-04	2.984745e-04	-9.680249e-05	-4.427266e-06	
4	5	4	12	1.617405e-01	-5.208774e-02	5.185488e-02	8.695181e-06	-2.802504e-06	-1.761735e-07	7.362029e+00	2.286024e+01	0.000000e+00	9.982000e+02	3.067093e+04	7.918459e-01	2.033922e+00	7.020983e+00	1.405535e-04	2.688834e-04	-8.633777e-05	-4.456642e-06	
4	6	1	12	1.641506e-01	-4.371261e-02	4.588217e-02	1.277472e-05	-3.407125e-06	2.450097e-09	6.178296e+00	2.320089e+01	0.000000e+00	9.982000e+02	3.306782e+04	5.221529e-01	1.998811e+00	7.148029e+00	1.648007e-04	4.293565e-04	-1.141558e-04	1.263077e-06	
4	6	2	12	1.643765e-01	-4.285859e-02	4.675739e-02	1.129303e-05	-2.943379e-06	-7.743423e-09	6.057591e+00	2.323280e+01	0.000000e+00	9.982000e+02	3.328920e+04	5.240560e-01	1.983178e+00	7.149076e+00	1.118333e-04	3.780612e-04	-9.829824e-05	5.418687e-07	
4	6	3	12	1.645336e-01	-4.225772e-02	4.758440e-02	1.000854e-05	-2.568376e-06	-3.004974e-08	5.972664e+00	2.325501e+01	0.000000e+00	9.982000e+02	3.357550e+04	5.738413e-01	2.133464e+00	7.112435e+00	1.912999e-04	3.403870e-04	-8.690858e-05	3.420020e-07	
4	6	4	12	1.646440e-01	-4.184197e-02	4.835593e-02	8.850973e-06	-2.252688e-06	-6.917153e-08	5.913902e+00	2.327062e+01	0.000000e+00	9.982000e+02	3.394243e+04	6.267826e-01	2.279224e+00	7.096949e+00	2.332794e-04	3.069646e-04	-7.754873e-05	-7.378248e-07	
4	7	1	12	1.665878e-01	-3.333595e-02	4.230789e-02	1.303599e-05	-2.615592e-06	1.060099e-07	4.711669e+00	2.354535e+01	0.000000e+00	9.982000e+02	3.637121e+04	3.704493e-01	2.199381e+00	7.166725e+00	1.690196e-05	4.812853e-04	-9.652739e-05	4.035201e-06	
4	7	2	12	1.667510e-01	-3.247943e-02	4.318501e-02	1.149292e-05	-2.242618e-06	8.183764e-08	4.590610e+00	2.356842e+01	0.000000e+00	9.982000e+02	3.671889e+04	3.672836e-01	2.187077e+00	7.187286e+00	2.160965e-04	4.290817e-04	-8.323352e-05	4.611650e-06	
4	7	3	12	1.668616e-01	-3.187804e-02	4.401378e-02	1.016618e-05	-1.941767e-06	6.938789e-08	4.505611e+00	2.358404e+01	0.000000e+00	9.982000e+02	3.673691e+04	3.990856e-01	2.340249e+00	7.165475e+00	2.690059e-04	3.823373e-04	-7.236790e-05	4.541554e-06	
4	7	4	12	1.669360e-01	-3.146284e-02	4.478704e-02	8.975259e-06	-1.692473e-06	4.130661e-08	4.446927e+00	2.359457e+01	0.000000e+00	9.982000e+02	3.733614e+04	4.378877e-01	2.509232e+00	7.161260e+00	6.825822e-05	3.386130e-04	-6.367363e-05	2.048139e-06	
4	8	1	12	1.683839e-01	-2.281982e-02	3.865233e-02	1.324216e-05	-1.799420e-06	9.923374e-08	3.225330e+00	2.379922e+01	0.000000e+00	9.982000e+02	3.863145e+04	2.554323e-01	2.339641e+00	7.185811e+00	1.543420e-05	5.216769e-04	-7.085041e-05	4.020446e-06	
4	8	2	12	1.684904e-01	-2.197624e-02	3.953546e-02	1.164945e-05	-1.529861e-06	8.694769e-08	3.106100e+00	2.381426e+01	0.000000e+00	9.982000e+02	3.911801e+04	2.317480e-01	2.337480e+00	7.224144e+00	1.003613e-04	4.627168e-04	-6.052619e-05	4.180156e-06	
4	8	3	12	1.685593e-01	-2.138756e-02	4.036976e-02	1.028670e-05	-1.307052e-06	1.041782e-07	3.022896e+00	2.382401e+01	0.000000e+00	9.982000e+02	3.921736e+04	2.402676e-01	2.500750e+00	7.232297e+00	1.029492e-04	4.122820e-04	-5.212130e-05	4.921685e-06	
4	8	4	12	1.686023e-01	-2.098424e-02	4.114801e-02	9.067985e-06	-1.129582e-06	9.226120e-08	2.965892e+00	2.383008e+01	0.000000e+00	9.982000e+02	3.972254e+04	2.591922e-01	2.692580e+00	7.237802e+00	5.195305e-05	3.649340e-04	-4.531610e-05	4.089764e-06	
4	9	1	12	1.694948e-01	-1.222500e-02	3.492421e-02	1.334081e-05	-9.601185e-07	-2.439594e-08	1.727870e+00	2.395623e+01	0.000000e+00	9.982000e+02	4.006896e+04	1.939535e-01	2.457471e+00	7.283034e+00	2.004517e-05	5.427506e-04	-3.901085e-05	-8.461524e-07	
4	9	2	12	1.695539e-01	-1.140285e-02	3.581469e-02	1.172151e-05	-7.941541e-07	-1.335537e-08	1.611667e+00	2.396458e+01	0.000000e+00	9.982000e+02	4.057341e+04	1.621543e-01	2.446966e+00	7.324477e+00	9.435739e-05	4.826508e-04	-3.246724e-05	1.428737e-07	
4	9	3	12	1.695914e-01	-1.083248e-02	3.665501e-02	1.034379e-05	-6.656837e-07	2.085935e-08	1.531051e+00	2.396988e+01	0.000000e+00	9.982000e+02	4.063591e+04	1.416171e-01	2.609772e+00	7.332124e+00	3.633578e-05	4.286653e-04	-2.749097e-05	1.131549e-06	
4	9	4	12	1.696127e-01	-1.044494e-02	3.743829e-02	9.113533e-06	-5.608463e-07	5.672358e-08	1.476277e+00	2.397290e+01	0.000000e+00	9.982000e+02	4.133193e+04	1.289805e-01	2.821508e+00	7.333053e+00	3.033067e-05	3.822023e-04	-2.343422e-05	2.601794e-06	
4	10	1	12	1.699158e-01	-1.613236e-03	3.112923e-02	1.338825e-05	-1.247392e-07	-4.870075e-08	2.280132e-01	2.401572e+01	0.000000e+00	9.982000e+02	4.180788e+04	5.506190e-02	2.578237e+00	7.362919e+00	5.339825e-06	5.660641e-04	-5.260229e-06	-2.019683e-06	
4	10	2	12	1.699259e-01	-8.138971e-04	3.202650e-02	1.174839e-05	-5.808754e-08	-6.626299e-08	1.150354e-01	2.401716e+01	0.000000e+00	9.982000e+02	4.229104e+04	5.076377e-02	2.560383e+00	7.414143e+00	5.912638e-06	4.991205e-04	-2.452629e-06	-2.771202e-06	
4	10	3	12	1.699327e-01	-2.612920e-04	3.287179e-02	1.035724e-05	-1.627464e-08	-5.971384e-08	3.693075e-02	2.401812e+01	0.000000e+00	9.982000e+02	4.229226e+04	4.622240e-02	2.711265e+00	7.418670e+00	4.107058e-06	4.433607e-04	-6.855006e-07	-2.525605e-06	
4	10	4	12	1.699359e-01	1.120001e-04	3.365878e-02	9.116803e-06	1.703193e-08	-1.710768e-08	-1.582999e-02	2.401856e+01	0.000000e+00	9.982000e+02	4.294826e+04	3.746335e-02	2.937965e+00	7.413136e+00	-6.258439e-08	3.954013e-04	7.384986e-07	-7.424334e-07	
4	11	1	12	1.696801e-01	8.966660e-03	2.727286e-02	1.337936e-05	7.058727e-07	1.140342e-09	-1.267339e+00	2.398241e+01	0.000000e+00	9.982000e+02	4.426236e+04	-1.454472e-01	2.705734e+00	7.394230e+00	-1.427912e-05	5.988066e-04	3.155299e-05	-5.478542e-08	
4	11	2	12	1.696385e-01	9.745797e-03	2.817687e-02	1.172760e-05	6.663989e-07	-2.181208e-08	-1.377461e+00	2.397653e+01	0.000000e+00	9.982000e+02	4.480638e+04	-1.539600e-01	2.689041e+00	7.462824e+00	-2.341813e-05	5.282937e-04	2.995590e-05	-1.157675e-06	
4	11	3	12	1.696088e-01	1.028303e-02	2.902697e-02	1.033258e-05	6.230467e-07	-2.141696e-08	-1.453393e+00	2.397234e+01	0.000000e+00	9.982000e+02	4.484006e+04	-1.635056e-01	2.837769e+00	7.472676e+00	-3.182203e-05	4.683763e-04	2.815160e-05	-1.209154e-06	
4	11	4	12	1.695884e-01	1.064457e-02	2.981744e-02	9.090040e-06	5.705759e-07	-1.976268e-08	-1.504493e+00	2.396945e+01	0.000000e+00	9.982000e+02	4.560830e+04	-1.777615e-01	3.091445e+00	7.466339e+00	-3.306183e-05	4.169479e-04	2.606852e-05	-1.153825e-06	
4	12	1	12	1.688006e-01	1.945822e-02	2.335576e-02	1.333321e-05	1.536903e-06	-5.586371e-10	-2.750206e+00	2.385810e+01	0.000000e+00	9.982000e+02	4.592711e+04	-3.249501e-01	2.820809e+00	7.472240e+00	-2.698157e-05	6.185795e-04	7.122503e-05	-2.279792e-07	
