b	i	j	k	px	py	pz	nVx	nVy	nVz	velx	vely	velz	rho	p	u	v	w	mp	fx	fy	fz
0	1	4	1	-8.552790e-02	-1.087182e-02	-1.314604e-01	-6.054626e-06	-2.786842e-05	-1.050729e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	5.197960e+04	2.852150e+00	-2.459364e+00	4.879457e+00	-4.270393e-04	-3.165030e-04	-1.450158e-03	-5.492342e-04	
0	1	4	2	-9.562026e-02	-1.085150e-02	-1.256888e-01	-1.791745e-05	-8.236027e-05	-3.102221e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	5.366976e+04	2.306649e+00	-2.387945e+00	5.007461e+00	-6.288040e-04	-9.648109e-04	-4.426728e-03	-1.671109e-03	
0	1	4	3	-1.108092e-01	-1.082095e-02	-1.170019e-01	-1.880353e-05	-8.652919e-05	-3.259041e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	5.175031e+04	1.891724e+00	-2.427445e+00	5.353533e+00	-4.365052e-04	-9.756696e-04	-4.484928e-03	-1.691945e-03	
0	1	4	4	-1.262277e-01	-1.079366e-02	-1.081768e-01	-1.932115e-05	-8.901669e-05	-3.347504e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	5.004675e+04	1.783707e+00	-2.516538e+00	5.662446e+00	-2.670843e-04	-9.691816e-04	-4.462357e-03	-1.679853e-03	
0	1	4	5	-1.417014e-01	-1.077522e-02	-9.928934e-02	-1.975103e-05	-9.084152e-05	-3.417892e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	4.807690e+04	1.871219e+00	-2.657352e+00	5.981447e+00	-1.467056e-03	-9.540245e-04	-4.371378e-03	-1.654959e-03	
0	1	4	6	-1.571276e-01	-1.076668e-02	-9.040351e-02	-1.988433e-05	-9.147841e-05	-3.445499e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	4.660004e+04	2.120038e+00	-2.771424e+00	6.134668e+00	-2.294406e-03	-9.280179e-04	-4.240752e-03	-1.613698e-03	
0	1	4	7	-1.722064e-01	-1.075752e-02	-8.172417e-02	-1.933784e-05	-8.899693e-05	-3.349592e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	4.324943e+04	2.770988e+00	-2.929314e+00	6.183291e+00	-2.838923e-03	-8.344385e-04	-3.795987e-03	-1.449300e-03	
0	1	4	8	-1.821176e-01	-1.074580e-02	-7.603224e-02	-6.614029e-06	-3.041660e-05	-1.144734e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	4.381891e+04	3.280904e+00	-2.963236e+00	5.977947e+00	-7.401484e-05	-2.898702e-04	-1.331728e-03	-5.017198e-04	
0	2	4	1	-8.806544e-02	-8.816607e-03	-1.354655e-01	-6.160430e-06	-2.854633e-05	-1.070315e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	5.117864e+04	2.867773e+00	-2.465956e+00	4.926335e+00	-3.725727e-04	-3.169201e-04	-1.462683e-03	-5.505969e-04	
0	2	4	2	-9.820049e-02	-8.756383e-03	-1.297738e-01	-1.832407e-05	-8.456432e-05	-3.169853e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	5.323268e+04	2.319101e+00	-2.395737e+00	5.050661e+00	-4.465809e-04	-9.782353e-04	-4.508634e-03	-1.692699e-03	
0	2	4	3	-1.134413e-01	-8.675187e-03	-1.211899e-01	-1.913479e-05	-8.836522e-05	-3.317493e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	5.146261e+04	1.988374e+00	-2.440975e+00	5.354952e+00	-4.939324e-05	-9.866003e-04	-4.555584e-03	-1.710612e-03	
0	2	4	4	-1.288411e-01	-8.606034e-03	-1.124905e-01	-1.950053e-05	-9.001615e-05	-3.379968e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	4.981567e+04	1.938109e+00	-2.546972e+00	5.664979e+00	-1.662846e-03	-9.764040e-04	-4.488096e-03	-1.696213e-03	
0	2	4	5	-1.442592e-01	-8.551205e-03	-1.037326e-01	-1.991169e-05	-9.187717e-05	-3.444610e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	4.814850e+04	2.024934e+00	-2.672533e+00	5.957855e+00	-2.182419e-03	-9.635668e-04	-4.419984e-03	-1.672283e-03	
0	2	4	6	-1.596889e-01	-8.511272e-03	-9.492704e-02	-2.013232e-05	-9.303233e-05	-3.488314e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	4.672372e+04	2.267880e+00	-2.772106e+00	6.084251e+00	-2.225673e-03	-9.415620e-04	-4.321613e-03	-1.636241e-03	
0	2	4	7	-1.748468e-01	-8.477442e-03	-8.626770e-02	-1.966746e-05	-9.080547e-05	-3.406683e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	4.346130e+04	2.873433e+00	-2.925026e+00	6.137795e+00	-2.535158e-03	-8.531934e-04	-3.898361e-03	-1.480798e-03	
