# EASY A2.0-S(PCA)
# INTERMEDIATE SOLUTION FILE - Gen.: 2
# Level id:1  -  Level type: EA
# Number of entries: 21
# Number of objectives: 3
# Total variables: 40 - Free variables: 40
# Number of constraints: 48
# Obj / <id> / Free Vars / Constraints
0.0304933037 0.1736238 1.484083  	 28 	 0.38358089149108 0.4902757921225 0.5081258817027 0.32046724819912 -0.56135617325358 -0.82775184012328 -0.90819233044091 -0.50560921513547 0.4709841016127 0.63442917310992 0.55157778968798 1.5733444283092 0.19683853324201 0.45875723724149 0.39387659876504 0.56882033885943 0.43881203240747 0.32868668115005 1.8663159243307 0.82717772497819 -0.61099524668176 -0.61402248583839 -0.17127898729044 -0.043214817905916 2.2393613199692 3.4450662779098 5.3710052027488 8.858057307015 2.1414730756522 3.4390277065982 3.5511321986331 9.360643183472 23.164787139789 29.515831034586 32.538685081015 46.494058771564 -42.806572858118 -49.835856772352 -51.408407413576 -44.515351961709  	 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00298017 0 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00290697 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00295699 -1e+20 
0.0333917033 0.239257 1.481012  	 95 	 0.3920804234053 0.56432770544877 0.44773650819106 0.34538951467099 -0.53034795418916 -0.853742 -0.90387758934298 -0.56735192484477 0.56407710596466 0.62397658177498 0.55944133309317 1.6149729542523 0.17686994537605 0.44859637618785 0.3624781277583 0.56879499924568 0.45598386380282 0.32374882919308 2.0666923145668 0.82565841468307 -0.51350285781539 -0.69793291191858 -0.14972626040244 -0.039196544932764 2.2248737748481 3.1523300421318 5.8137503587467 9.1673094082665 2.0905447225948 3.5391207248244 3.6109857023279 8.58622 24.838852934 29.412005186909 31.990120888801 48.033392892237 -45.691 -54.590802860266 -49.1541 -41.1028  	 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00296256 0.0083612040133779 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00297526 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00298645 -1e+20 
0.03478688648 0.192182 1.4728545  	 138 	 0.38324466254472 0.55328624497105 0.54816690422789 0.30887736199166 -0.56511694920449 -0.85293122020027 -0.86843083794746 -0.62947157322212 0.49857720635057 0.61101345231253 0.59514159692834 1.3770275760284 0.2185706863799 0.48550972909605 0.33743219979078 0.62437895836835 0.44756225781828 0.356775865025 2.2046359703809 0.82365139338503 -0.51766243732282 -0.77109121822694 -0.1578931227674 -0.041574309177985 2.3060732001433 3.3394222078162 5.6542283334632 8.4739128189652 2.156223935497 3.6425528756315 3.4678410109619 9.2555524411697 24.234976986603 27.115805330134 34.369659218007 50.214468508289 -43.498664220783 -52.869953419505 -53.177606653878 -41.77805617528  	 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00294396 0.0083612040133779 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.0029222 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00298736 -1e+20 
0.0353479153 0.1924872 1.3839185  	 75 	 0.38754716788516 0.50188921299773 0.44507861705187 0.30828321027058 -0.55677462667663 -0.8529587844423 -0.87992886866057 -0.62028866645869 0.59540205795585 0.62201522107167 0.56013301250824 1.365687128791 0.18464161655836 0.44621262988164 0.33951417826731 0.57542676430244 0.50249657885905 0.32210753844625 1.8828409923305 0.74190438626695 -0.60325525457316 -0.6925277990434 -0.14994949474152 -0.039848177455068 2.3034952655457 3.3409438652173 5.8029101548306 9.1783866489259 2.108399288479 3.5399599132453 3.6126745425886 8.59620705012 24.849844360401 28.149809085167 31.947131638745 47.930536067972 -45.583214009855 -54.524437495347 -53.972081823283 -41.378014974081  	 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00285333 0.0050167224080268 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00288824 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00294872 -1e+20 
0.0387673775 0.1893286 1.304052  	 69 	 0.38298679081963 0.54703913814456 0.57913649932118 0.38688573746126 -0.56390312390426 -0.65746934551154 -0.86952504409136 -0.62992975824746 0.56829760630357 0.6389309621465 0.59941690535391 1.3888659798587 0.22002664234799 0.41343196534445 0.31379725228011 0.64953462781835 0.49017367035559 0.36012891465541 2.2171212450455 0.69529038231751 -0.53318302922477 -0.63933728054031 -0.18033824684465 -0.033077749203324 2.3063475126765 3.3392244520756 5.6339468325934 8.7169263443698 2.163871484196 3.6376407796518 3.6464760105855 9.2683493727941 24.187519491158 27.230159549024 33.956722142655 48.173581563042 -45.4428304278 -52.600317364973 -52.440920994946 -41.731584778  	 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.0029684 0.013377926421405 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00295994 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00299304 -1e+20 
0.0387965225 0.213602 1.237317  	 205 	 0.42898137830031 0.45496242828895 0.51323543261265 0.35404911977941 -0.555116181084 -0.75795764610895 -0.90165270558953 -0.64068526790917 0.54748641751476 0.62448580699251 0.64396976697097 1.5695501787412 0.2184878269644 0.40943545235369 0.35298818779751 0.72079272260604 0.48165076383713 0.38050635684856 2.3178455525614 0.90256092366025 -0.54005978034652 -0.67190232490668 -0.17590269718728 -0.039419893605982 2.3550972534002 3.2477459678763 5.3917156595838 9.1097259718956 2.30289 3.5968744220967 3.5186867321665 8.7916795984792 24.751173931823 28.479737826418 32.895894235626 46.796541680995 -45.642051924024 -53.933619444759 -53.220590427271 -42.175175844084  	 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00297135 0.0050167224080268 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00299264 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00298822 -1e+20 
0.0401382497 0.1923676 1.2109015  	 202 	 0.38134923979633 0.48089351496774 0.50833730210942 0.35105943586926 -0.56448690740059 -0.77438446544023 -0.92744760363912 -0.57270712939168 0.55255204949929 0.64303481080405 0.57653881884027 1.5623966497057 0.19687078571947 0.49350901943667 0.39240641515669 0.57681919969306 0.44404285024997 0.33876353380844 1.8659637899009 0.83348227879227 -0.55428274820564 -0.61803844418734 -0.1577232259008 -0.043124414101699 2.2329649600946 3.4312517296406 5.6034812700331 8.5713637796538 2.1446628334307 3.78969 3.5569616175901 9.2957784157323 22.890262271198 28.276431787442 32.535679377632 50.272079018667 -43.636127205179 -53.289062675156 -52.406949173644 -45.170644236933  	 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00290392 0.010033444816053 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00297151 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00297349 -1e+20 
0.0403510151 0.1720072 1.2040285  	 22 	 0.40272927562453 0.56352408376353 0.46336517353149 0.40570385951366 -0.56225623778862 -0.72672081311645 -0.87234686668085 -0.55475125820768 0.62492236041364 0.56535987754335 0.68508204417207 1.6303096056283 0.19592336411736 0.4720095812774 0.30476534745646 0.63730744183248 0.46272603880788 0.41784711594742 2.0153984190269 0.79931802080185 -0.61827769073631 -0.74532979913552 -0.14110757270566 -0.032708352573588 2.2246466110555 3.3111951152689 5.4601940586058 8.9244155557342 2.2868115711868 3.7572278406539 3.5888099660583 8.6995321212786 23.76423843068 29.511017721289 33.686065450705 49.567644255666 -44.321477328736 -52.277171261872 -54.263034716054 -45.167376716828  	 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00293411 0.014214046822743 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00290119 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.0029942 -1e+20 
0.0446269113 0.16876 1.2338725  	 117 	 0.40281102934217 0.568339 0.46984016192438 0.39519008998683 -0.57751834746862 -0.65799197268588 -0.87838983978398 -0.56647472705781 0.56141200468357 0.63755449503773 0.60053779243335 1.6825724031788 0.19889279301164 0.46513758224278 0.30534400592541 0.6492156073785 0.49570167103725 0.41735105502293 2.2189877024896 0.80989571725843 -0.61655065869252 -0.75030006408696 -0.17864571011307 -0.033026469865684 2.2258858940461 3.3411865739685 5.6005026008222 8.7176245726776 2.1769326057461 3.6421639492354 3.6140547885764 9.2478002048553 23.766842246914 27.204177024552 33.956690770846 48.295722938901 -45.691 -52.276373543363 -54.3283 -44.871107077988  	 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00298575 0.0050167224080268 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00295528 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00296547 -1e+20 
0.0450472169 0.1516672 1.273172  	 199 	 0.41305660093604 0.55911579571434 0.51979791447342 0.34149042430757 -0.54715826947261 -0.72732529619318 -0.87791580934849 -0.57141814866196 0.55468727587856 0.56609231925704 0.59582241379078 1.6117644567902 0.20108523548016 0.41226097170657 0.36242285611476 0.62724269985341 0.46227485528019 0.40434519691177 2.017066891685 0.85158834871812 -0.5401403190249 -0.73654608284451 -0.15863053858098 -0.032458709757218 2.2239585760783 3.1931203480112 5.4396472065259 9.1169281549829 2.1320213490728 3.5353867737677 3.4995311778708 8.7768239879283 23.996091673988 29.347791784256 34.370733322825 49.640314827539 -43.989464458235 -53.841018969928 -54.3283 -45.089715689603  	 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00298906 0.0091973244147157 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00295302 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 -1e+20 0.00295545 -1e+20 
