0.993236 0.961925 0.765565 
0.993236 0.996904 0.765565 
0.820715 0.950625 0.77034 
0.952121 0.950625 0.77034 
0.993236 0.950625 0.77034 
0.820715 0.961925 0.77034 
0.952121 0.961925 0.77034 
0.993236 0.961925 0.77034 
0.820715 0.996904 0.77034 
0.952121 0.996904 0.77034 
0.993236 0.996904 0.77034 
0.726552 0.690848 0.770833 
0.73488 0.690848 0.770833 
0.775011 0.690848 0.770833 
0.820715 0.690848 0.770833 
0.952121 0.690848 0.770833 
0.993236 0.690848 0.770833 
0.726552 0.691232 0.770833 
0.73488 0.691232 0.770833 
0.775011 0.691232 0.770833 
0.820715 0.691232 0.770833 
0.952121 0.691232 0.770833 
0.993236 0.691232 0.770833 
0.726552 0.692993 0.770833 
0.73488 0.692993 0.770833 
0.775011 0.692993 0.770833 
0.820715 0.692993 0.770833 
0.952121 0.692993 0.770833 
0.993236 0.692993 0.770833 
0.726552 0.703167 0.770833 
0.73488 0.703167 0.770833 
0.775011 0.703167 0.770833 
0.820715 0.703167 0.770833 
0.952121 0.703167 0.770833 
0.993236 0.703167 0.770833 
0.726552 0.707662 0.770833 
0.73488 0.707662 0.770833 
0.775011 0.707662 0.770833 
0.820715 0.707662 0.770833 
0.952121 0.707662 0.770833 
0.993236 0.707662 0.770833 
0.726552 0.716697 0.770833 
0.73488 0.716697 0.770833 
0.775011 0.716697 0.770833 
0.820715 0.716697 0.770833 
0.952121 0.716697 0.770833 
0.993236 0.716697 0.770833 
0.726552 0.723433 0.770833 
0.73488 0.723433 0.770833 
0.775011 0.723433 0.770833 
0.820715 0.723433 0.770833 
0.952121 0.723433 0.770833 
0.993236 0.723433 0.770833 
0.726552 0.788869 0.770833 
0.73488 0.788869 0.770833 
0.775011 0.788869 0.770833 
0.820715 0.788869 0.770833 
0.952121 0.788869 0.770833 
0.993236 0.788869 0.770833 
0.726552 0.800758 0.770833 
0.73488 0.800758 0.770833 
0.775011 0.800758 0.770833 
0.820715 0.800758 0.770833 
0.952121 0.800758 0.770833 
0.993236 0.800758 0.770833 
0.726552 0.801532 0.770833 
0.73488 0.801532 0.770833 
