           2           3  0.920686520755361     
           2           4  0.435738155353638     
           2           5  0.946204147507764     
           2           6  5.289736824697927E-002
           2           7  0.579993640200656     
           3           8  0.375990328848401     
           3           9  0.984959158511472     
           3          10  1.973803999589131E-002
           3          11  0.998402917462062     
           3          12  0.920688791712382     
           4          13  0.990886486155854     
           4          14  0.764442480005669     
           4          15  0.992032112992459     
           4          16  0.999409460134400     
           4          17  0.992934974835931     
           5          18  7.916648461278817E-003
           5          19  5.890110224435588E-005
           5          20  7.571706693164982E-003
           5          21  5.804256604960928E-005
           5          22  7.132472777343036E-003
           6          23  9.051555323477686E-002
