100
2
1
0.202748 0.508012 0.0239132558989218
0.199392 0.519395 0.00797462564398864
0.226714 0.483805 0.0155721692114662
0.156341 0.513928 0.00396692043854954
0.246128 0.510146 0.0503277650797427
0.171879 0.46139 0.00384654873071574
0.19731 0.449145 0.00759931373965157
0.177456 0.45133 0.00380052425419106
0.146394 0.520265 0.00398816250463785
0.145323 0.517726 0.00400586422637811
0.226587 0.557766 0.0452615323176794
0.156035 0.550376 0.00777636636049769
0.261199 0.472716 0.0229998116536807
0.13419 0.520998 0.0208499375483257
0.271035 0.502494 0.0617595369796048
0.270729 0.478292 0.0265826755373535
0.160155 0.433692 0.0117649183030138
0.273347 0.536684 0.0713715718845678
0.118974 0.486855 0.0772177425065072
0.282737 0.502504 0.0762820294953168
0.212902 0.582409 0.0223909078292591
0.248463 0.579726 0.0403581553956264
0.130503 0.436146 0.0765995983833372
0.101861 0.494648 0.124611978259453
0.249983 0.585518 0.0438029104462817
0.26653 0.42361 0.0560312598244556
0.215981 0.395409 0.00375095943331832
0.0939481 0.509599 0.142985303322542
0.23449 0.394147 0.0303424858315419
0.0904172 0.480248 0.175316435977829
0.197736 0.388177 0.00387133114115211
0.0946098 0.458702 0.173945614646263
0.271335 0.588549 0.0619896593622282
0.316369 0.516116 0.12329072174876
0.317686 0.497818 0.112358138401974
0.26501 0.401218 0.0377630829885038
0.080112 0.533933 0.182276398931666
0.233856 0.621352 0.0544381048678319
0.105722 0.413764 0.16575184168713
0.161551 0.624241 0.0109272728302646
0.330668 0.497848 0.126823985408117
0.0679118 0.459862 0.295044863243579
0.110653 0.394357 0.163366357665412
0.126809 0.622171 0.00377223690285012
0.290738 0.385905 0.0680436481973983
0.318953 0.587636 0.099952771806397
0.116711 0.377799 0.15613414223121
0.184216 0.351831 0.0155330838098637
0.343639 0.451596 0.0849381714263056
0.170575 0.649584 0.0183336732063907
0.0937014 0.609617 0.0883761998226996
0.283482 0.371319 0.0273226075060965
0.350422 0.540516 0.159366830655417
0.0482017 0.459433 0.423241086121001
0.296064 0.625164 0.109993188377474
0.194019 0.340562 0.00607169055691033
0.12356 0.641951 0.00366599116896506
0.04254 0.546215 0.390160108532796
0.360226 0.541957 0.162599165045189
0.0338956 0.509092 0.497871544977951
0.287339 0.358409 0.0394305851764366
0.107207 0.639714 0.0334472970178971
0.0425117 0.439309 0.489817261586131
0.361779 0.558985 0.154194387562912
0.123628 0.656053 0.0036837282941488
0.0960484 0.360422 0.245677947619897
0.349489 0.590498 0.110311819368799
0.256575 0.665439 0.086779150487293
0.375817 0.523255 0.194260464549824
0.338142 0.613951 0.141045548654244
0.073064 0.372869 0.344924066694423
0.377443 0.468878 0.132906296998071
0.211646 0.319868 0.00410145352377554
0.0633375 0.380543 0.39564410192793
0.202507 0.316212 0.00796927972402308
0.213621 0.683537 0.0476902085404435
0.0216089 0.453444 0.698332922653389
0.125296 0.670305 0.00370143001588907
0.356486 0.617614 0.164202941034857
0.146357 0.306604 0.12776430086696
0.303832 0.672484 0.107040541191198
0.40404 0.507103 0.249146422977685
0.141592 0.304119 0.142326091204935
0.00492109 0.436042 1.00387172057903
0.383866 0.39284 0.158531309389276
0.0664572 0.665952 0.167025303549124
0.299343 0.689905 0.123287181404412
0.339276 0.666916 0.152473780209758
0.417294 0.48952 0.237888127950877
0.417105 0.477788 0.206538378748871
0.4186 0.507523 0.266660506467501
0.397599 0.604837 0.189519943467781
0.122865 0.283879 0.216808917702571
0.374346 0.350129 0.0912541457432316
0.383011 0.640826 0.194430401078531
0.0407062 0.330664 0.640858972507102
0.264871 0.723491 0.113013102106363
0.429224 0.555859 0.232559909707058
0.265089 0.726883 0.115827675863065
0.248138 0.732078 0.0875615665882127
