8
40	4	8
-0.084554532	-0.0068402416	-0.13502606
-0.089755455	-0.006016732	-0.13202882
-0.10478104	-0.0037185083	-0.12334232
-0.12005365	-0.0013695097	-0.11447736
-0.13534679	0.00098237944	-0.10555335
-0.15068679	0.0033334763	-0.096557814
-0.16592973	0.0056652602	-0.087591231
-0.18059505	0.0079228139	-0.07896417
-0.18558403	0.0086996545	-0.076041931
-0.083915183	-0.012011811	-0.13491872
-0.089139678	-0.011488558	-0.13188638
-0.10423044	-0.010063582	-0.12311936
-0.11958023	-0.00860446	-0.114183
-0.13496227	-0.007143776	-0.10519393
-0.15039565	-0.0056871786	-0.09614013
-0.1657205	-0.0042433283	-0.087124799
-0.18046284	-0.0028389878	-0.07846185
-0.18547554	-0.0023521517	-0.075525414
-0.083092193	-0.016452275	-0.13480252
-0.088327145	-0.016176393	-0.1317425
-0.10344845	-0.015468124	-0.12292214
-0.11883814	-0.014741765	-0.11394284
-0.13426889	-0.01401705	-0.1049185
-0.14975358	-0.013300555	-0.095836917
-0.16512426	-0.012592108	-0.086804695
-0.17990587	-0.011895455	-0.078131455
-0.18493049	-0.011649739	-0.07518953
-0.082307126	-0.019708733	-0.13467527
-0.087550092	-0.019601156	-0.13160223
-0.10270115	-0.019375803	-0.12277741
-0.11812595	-0.019143961	-0.11380304
-0.13359727	-0.01891692	-0.10479174
-0.14911914	-0.018700625	-0.095730948
-0.16452715	-0.018490063	-0.08672797
-0.17934477	-0.018272739	-0.078086317
-0.18438161	-0.018190811	-0.075154279
-0.082016666	-0.021260701	-0.13484208
-0.087271833	-0.021233397	-0.13178093
-0.10246976	-0.021229999	-0.12300229
-0.1179384	-0.021223782	-0.1140864
-0.13344513	-0.021221704	-0.10514145
-0.14900377	-0.021230548	-0.096150493
-0.16445749	-0.021243641	-0.087215749
-0.17933067	-0.021241029	-0.078637407
-0.18438921	-0.021232902	-0.075729056
-0.086395397	-0.0050731188	-0.13796803
-0.091541643	-0.0042211994	-0.13498923
-0.10653583	-0.0018488471	-0.12630335
-0.1217979	0.00055878839	-0.11743163
-0.13700464	0.0029537595	-0.1085539
-0.15226322	0.0053368684	-0.099609372
-0.16749814	0.007696857	-0.090647853
-0.18221037	0.0099787127	-0.08199848
-0.18721785	0.010762128	-0.07906054
-0.08580587	-0.010144597	-0.13772672
-0.090981741	-0.0095925699	-0.1347278
-0.10606703	-0.0080961532	-0.12599531
-0.12141673	-0.0065808961	-0.11708508
-0.13672237	-0.0050753337	-0.10817219
