b	i	j	k	px	py	pz	nVx	nVy	nVz	velx	vely	velz	rho	p	u	v	w	mp	fx	fy	fz
2	1	1	1	-1.513350e-01	-1.452389e-02	-3.500000e-01	0.000000e+00	0.000000e+00	5.988947e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	6.983521e+04	0.000000e+00	0.000000e+00	3.112396e+00	-1.860401e-01	-3.740852e-13	-7.820544e-12	-4.770740e-03	
2	1	1	2	-1.674512e-01	-1.691587e-02	-3.500000e-01	0.000000e+00	0.000000e+00	1.931610e-04	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	6.958743e+04	0.000000e+00	0.000000e+00	3.191154e+00	-6.155104e-01	1.114039e-10	5.056084e-11	-1.542710e-02	
2	1	1	3	-1.917445e-01	-2.055678e-02	-3.500000e-01	0.000000e+00	0.000000e+00	2.272225e-04	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	7.037236e+04	0.000000e+00	0.000000e+00	2.934413e+00	-6.657331e-01	-1.576058e-11	3.480114e-11	-1.797098e-02	
2	1	1	4	-2.163332e-01	-2.431114e-02	-3.500000e-01	0.000000e+00	0.000000e+00	2.566925e-04	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	7.079004e+04	0.000000e+00	0.000000e+00	2.788173e+00	-7.148153e-01	-2.130743e-10	6.907877e-11	-2.018859e-02	
2	1	1	5	-2.409098e-01	-2.812890e-02	-3.500000e-01	0.000000e+00	0.000000e+00	2.861119e-04	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	7.140391e+04	0.000000e+00	0.000000e+00	2.558114e+00	-7.309436e-01	-1.130669e-09	-6.330804e-11	-2.232888e-02	
2	1	1	6	-2.654754e-01	-3.200761e-02	-3.500000e-01	0.000000e+00	0.000000e+00	3.154708e-04	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	7.203644e+04	0.000000e+00	0.000000e+00	2.297089e+00	-7.255516e-01	-1.156082e-08	-1.448915e-09	-2.436999e-02	
2	1	1	7	-2.897266e-01	-3.586349e-02	-3.500000e-01	0.000000e+00	0.000000e+00	3.358558e-04	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	7.238923e+04	0.000000e+00	0.000000e+00	2.137699e+00	-7.191564e-01	-2.062137e-08	-4.502970e-09	-2.582129e-02	
2	1	1	8	-3.058095e-01	-3.840721e-02	-3.500000e-01	0.000000e+00	0.000000e+00	1.218054e-04	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	7.277222e+04	0.000000e+00	0.000000e+00	1.949974e+00	-2.382002e-01	-7.844349e-09	-3.244808e-09	-9.311922e-03	
2	1	2	1	-1.518532e-01	-7.329775e-03	-3.500000e-01	0.000000e+00	0.000000e+00	6.016334e-05	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	6.982751e+04	0.000000e+00	0.000000e+00	3.114873e+00	-1.870576e-01	-4.480775e-13	-1.622798e-13	-4.792532e-03	
2	1	2	2	-1.680648e-01	-8.953358e-03	-3.500000e-01	0.000000e+00	0.000000e+00	1.939241e-04	0.000000e+00	0.000000e+00	0.000000e+00	9.982000e+02	6.959107e+04	0.000000e+00	0.000000e+00	3.190012e+00	-6.178253e-01	1.711798e-10	4.677078e-11	-1.548452e-02	
