b	i	j	k	px	py	pz	nVx	nVy	nVz	velx	vely	velz	rho	p	u	v	w	mp	fx	fy	fz
7	16	1	1	2.155366e-02	-1.552544e-02	1.700000e-01	0.000000e+00	0.000000e+00	2.299765e-06	2.403789e+00	3.337132e+00	0.000000e+00	9.982000e+02	-2.054532e+04	-8.471090e-01	-1.135045e+00	5.966527e+00	1.369048e-02	-1.161931e-05	-1.556877e-05	3.430028e-05	
7	16	1	2	2.729997e-02	-2.029823e-02	1.700000e-01	0.000000e+00	0.000000e+00	1.098308e-05	3.142755e+00	4.226827e+00	0.000000e+00	9.982000e+02	-2.027339e+04	-4.130896e-01	-5.211715e-01	6.575259e+00	7.199952e-02	-2.980360e-05	-3.760149e-05	2.485250e-04	
7	16	1	3	3.778117e-02	-2.902478e-02	1.700000e-01	0.000000e+00	0.000000e+00	1.998684e-05	4.493877e+00	5.849621e+00	0.000000e+00	9.982000e+02	-2.014234e+04	-3.503051e-01	-4.305051e-01	6.396487e+00	1.273682e-01	-4.471627e-05	-5.495376e-05	4.052725e-04	
7	16	1	4	4.964126e-02	-3.896369e-02	1.700000e-01	0.000000e+00	0.000000e+00	2.644736e-05	6.032709e+00	7.685907e+00	0.000000e+00	9.982000e+02	-2.007856e+04	-2.170669e-01	-3.083862e-01	6.224476e+00	1.638245e-01	-3.564709e-05	-5.064371e-05	4.742260e-04	
7	16	1	5	6.145810e-02	-4.894981e-02	1.700000e-01	0.000000e+00	0.000000e+00	3.321829e-05	7.578850e+00	9.515496e+00	0.000000e+00	9.982000e+02	-2.006386e+04	-2.439037e-02	-1.306576e-01	6.119392e+00	2.021092e-01	-4.942319e-06	-2.647568e-05	5.467700e-04	
7	16	1	6	7.331317e-02	-5.888406e-02	1.700000e-01	0.000000e+00	0.000000e+00	4.019667e-05	9.116961e+00	1.135100e+01	0.000000e+00	9.982000e+02	-2.006386e+04	1.716494e-01	2.755031e-02	6.091347e+00	2.432742e-01	4.187207e-05	6.720609e-06	6.417186e-04	
7	16	1	7	8.538237e-02	-6.855004e-02	1.700000e-01	0.000000e+00	0.000000e+00	4.731759e-05	1.061353e+01	1.321967e+01	0.000000e+00	9.982000e+02	-2.005409e+04	3.785080e-01	1.914578e-01	6.106411e+00	2.869503e-01	1.089201e-04	5.509419e-05	7.596823e-04	
7	16	1	8	9.791532e-02	-7.763287e-02	1.700000e-01	0.000000e+00	0.000000e+00	5.459784e-05	1.201982e+01	1.516013e+01	0.000000e+00	9.982000e+02	-2.002107e+04	5.655501e-01	3.280966e-01	6.162090e+00	3.340433e-01	1.894627e-04	1.099143e-04	9.121811e-04	
7	16	1	9	1.112797e-01	-8.563332e-02	1.700000e-01	0.000000e+00	0.000000e+00	6.197092e-05	1.325852e+01	1.722932e+01	0.000000e+00	9.982000e+02	-1.996061e+04	7.405050e-01	4.473217e-01	6.217175e+00	3.824459e-01	2.840366e-04	1.715799e-04	1.076987e-03	
7	16	1	10	1.260191e-01	-9.172039e-02	1.700000e-01	0.000000e+00	0.000000e+00	6.947874e-05	1.420098e+01	1.951142e+01	0.000000e+00	9.982000e+02	-1.987088e+04	9.038027e-01	5.735168e-01	6.250999e+00	4.307924e-01	3.905590e-04	2.478330e-04	1.230608e-03	
7	16	1	11	1.406745e-01	-9.448978e-02	1.700000e-01	-0.000000e+00	0.000000e+00	5.791199e-05	1.462976e+01	2.178050e+01	0.000000e+00	9.982000e+02	-1.977705e+04	9.729532e-01	6.053807e-01	6.485817e+00	3.727104e-01	3.637410e-04	2.263231e-04	1.206034e-03	
7	16	1	12	1.495204e-01	-9.463193e-02	1.700000e-01	-0.000000e+00	0.000000e+00	1.625170e-05	1.465177e+01	2.315010e+01	0.000000e+00	9.982000e+02	-1.972233e+04	9.724166e-01	6.743994e-01	5.976277e+00	9.623775e-02	9.388746e-05	6.511371e-05	2.332604e-04	
7	16	2	1	2.111972e-02	-1.611093e-02	1.700000e-01	0.000000e+00	0.000000e+00	2.264899e-06	2.494438e+00	3.269945e+00	0.000000e+00	9.982000e+02	-2.054532e+04	-8.746553e-01	-1.109616e+00	5.966310e+00	1.348269e-02	-1.181501e-05	-1.498890e-05	3.378385e-05	
7	16	2	2	2.673892e-02	-2.103210e-02	1.700000e-01	0.000000e+00	0.000000e+00	1.079014e-05	3.256379e+00	4.139959e+00	0.000000e+00	9.982000e+02	-2.027339e+04	-4.309770e-01	-5.108017e-01	6.576538e+00	7.075060e-02	-3.055458e-05	-3.621384e-05	2.444190e-04	
7	16	2	3	3.698812e-02	-3.002921e-02	1.700000e-01	0.000000e+00	0.000000e+00	1.959593e-05	4.649392e+00	5.726834e+00	0.000000e+00	9.982000e+02	-2.014234e+04	-3.663523e-01	-4.165723e-01	6.394670e+00	1.248517e-01	-4.583996e-05	-5.212376e-05	3.972688e-04	
7	16	2	4	4.857820e-02	-4.028162e-02	1.700000e-01	0.000000e+00	0.000000e+00	2.592293e-05	6.236763e+00	7.521314e+00	0.000000e+00	9.982000e+02	-2.007856e+04	-2.309625e-01	-2.962989e-01	6.222962e+00	1.605499e-01	-3.717030e-05	-4.768530e-05	4.648177e-04	
