           2           3  0.950697602236421     
           2           4  0.636161137192514     
           2           5  0.950525907550236     
           2           6  0.620741927762334     
           2           7  0.950310993162167     
           3           8  0.347371168530595     
           3           9  0.352798105349035     
           3          10  0.347370582834260     
           3          11  0.353342144166118     
           3          12  0.347390017366157     
           4          13  4.398705283924389E-003
           4          14  4.382413705020080E-003
           4          15  4.399490735415926E-003
           4          16  4.381633958326707E-003
           4          17  4.400276442675566E-003
           5          18  6.053864046979664E-002
