 -0.25000000000000000       6.91023681828512477E-310  2.62249991781973585E-002
 -0.24500000000000000       6.91023681828512477E-310  2.62249991888855692E-002
 -0.23999999999999999       6.91023681828512477E-310  2.62249991995737800E-002
 -0.23499999999999999       6.91023681828512477E-310  2.62249992102619907E-002
 -0.23000000000000001       6.91023681828512477E-310  2.62249992209502014E-002
 -0.22500000000000001       6.91023681828512477E-310  2.62249992316384191E-002
 -0.22000000000000000       6.91023681828512477E-310  2.62249992423266298E-002
 -0.21500000000000000       6.91023681828512477E-310  2.62249992530148406E-002
 -0.20999999999999999       6.91023681828512477E-310  2.62249992637030617E-002
 -0.20500000000000002       6.91023681828512477E-310  2.62249992743912794E-002
 -0.20000000000000001       6.91023681828512477E-310  2.62249992850794901E-002
 -0.19500000000000001       6.91023681828512477E-310  2.62249992957677112E-002
 -0.19000000000000000       6.91023681828512477E-310  2.62249993064559393E-002
 -0.18500000000000000       6.91023681828512477E-310  2.62249993171441501E-002
 -0.17999999999999999       6.91023681828512477E-310  2.62249993278323816E-002
 -0.17499999999999999       6.91023681828512477E-310  2.62249993385205889E-002
 -0.16999999999999998       6.91023681828512477E-310  2.62249993492088100E-002
 -0.16499999999999998       6.91023681828512477E-310  2.62249993598970312E-002
 -0.16000000000000000       6.91023681828512477E-310  2.62249993705852488E-002
 -0.15500000000000000       6.91023681828512477E-310  2.62249993812734804E-002
 -0.14999999999999999       6.91023681828512477E-310  2.62249993919616911E-002
 -0.14500000000000002       6.91023681828512477E-310  2.62249994026499192E-002
 -0.14000000000000001       6.91023681828512477E-310  2.62249994133381403E-002
 -0.13500000000000001       6.91023681828512477E-310  2.62249994240263684E-002
 -0.13000000000000000       6.91023681828512477E-310  2.62249994347145896E-002
 -0.12500000000000000       6.91023681828512477E-310  2.62249994454028211E-002
 -0.12000000000000000       6.91023681828512477E-310  2.62249994560910388E-002
 -0.11499999999999999       6.91023681828512477E-310  2.62249994667792599E-002
 -0.10999999999999999       6.91023681828512477E-310  2.62249994774674915E-002
 -0.10500000000000001       6.91023681828512477E-310  2.62249994881557195E-002
 -0.10000000000000001       6.91023681828512477E-310  2.62249994988439407E-002
