0.00722723 0.00958995 0.132152 -0.990348 -0.0380459 -0.00104099 0.00763096 0.00936927 0.00289866 0.000675704 
-0.0341928 -0.0650166 0.725045 0.0928942 0.0993785 0.654527 0.103259 0.0481152 0.0949935 0.000733885 
-0.0789731 -0.079111 -0.619776 -0.0874328 0.056541 0.706263 -0.261065 0.159502 0.0109801 -0.0041877 
0.08423 -0.108578 -0.0584705 -0.039094 0.907064 -0.109008 0.221467 0.271987 -0.135769 -0.00792108 
0.478355 -0.0406586 -0.231597 -0.0156054 -0.184551 0.175615 0.790157 -0.118304 0.111337 0.00189744 
0.736255 0.238923 0.0529161 0.000204601 0.208084 0.0504896 -0.453127 -0.359247 0.133353 0.00559025 
-0.221755 -0.625966 -0.0598857 -0.0279725 0.181342 -0.0259853 -0.0089068 -0.653484 0.306284 -0.0115248 
-0.102054 0.22019 -0.0423774 -0.00141778 0.0703624 -0.103049 0.0128083 0.281923 0.918622 -0.0149433 
-0.0377523 0.0447043 -0.0112184 -0.00182913 0.0257405 0.00855464 0.0168422 -0.035083 0.0103092 0.997041 
0.391838 -0.690348 0.0857829 0.0194451 -0.216466 -0.127068 -0.204642 0.497366 0.0667311 0.0737371 
